candidate_identity,subset_id,cardinality,condition_ids,target,target_reached,semantic_validity,state_hash,search_space_cardinality,tested_ordinal,proof_status
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-476105BA22D83DD895E0,2,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,619ad35988845785276af83b9bdaa5bbf6e0c684a489cffbd8bbfbcd8a8d6022,128,13,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-E9EA0E869F84877AA411,2,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,629badb3ca06af82e4fefadc0e2c91c42494acd604df2c75b1522f66d643a861,128,14,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-DB2B9436FC95C36D3992,2,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01,INSTITUTIONAL_APPROVAL,false,true,b06decfe546d22281803d8cfa9a4d21c740cf7e9103d6bb2d84dc05b8c94896c,128,15,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-630EE11616696A7EEEAA,2,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01,INSTITUTIONAL_APPROVAL,false,true,e9c09ebab8ed6d823198d62aeb8484efa8c572bb3774d5b337dcde5c028450d2,128,16,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-0EBA7B143EFA8667F645,2,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,a2d218aa8b4822a1241a982c0319174254a689a9aa8f788f000cf9b72c01996d,128,17,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-7D785627F679F0DFE731,2,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,eb1a6cc6b011a226eefa41c36ebe757d173d53d746d8bc1f8910291140584f24,128,18,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-878658AA38F92DB7EEA4,2,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,e6015049c790fb5918fb80ec07d9275a9b4fd58debeffda21121988c73f1d056,128,19,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-A5735013E24280154D71,2,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01,INSTITUTIONAL_APPROVAL,false,true,33b537c1fae9ae6d131bda4cb1df9fe58bf8fc7961a43aca34a4261bcf07d228,128,20,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-03B16297FFEDDB886793,2,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,32c6dc2648474d2266ff75c152da8e0da1960aedb9da2c489be74de994b7d8a4,128,21,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-6D3319634437B911BF61,2,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,53baa4b2456f306b5e738cb3597b2bf331bd2791a859737851a640f025314aa6,128,22,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-F082DEDBCD17324AF097,2,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,627052a9513896936a1cb5c0bd2b5c2f4a17a84dfb0ed6c4fa58e090ef07eb43,128,23,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-83BD35E74B0ABFCD5BD0,2,INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,de4fdece77998d80027363e8d2cd7c30833620d800a68c47b2bf7f0c1423ba2a,128,24,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-402B9342F78F5AB93582,2,INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,9509414674188bb5cc35158421eed71c9adc7004116e2417d17d9cf934719fb7,128,25,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-C6D78457B8A438F1FFBF,2,INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,0b6ffc22ba805e52212fe2f90ab199e1f0892295d6e9ade7034dd583eecd6529,128,26,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-FBEB8FE3F2FD7A640A76,2,INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,e26b583dce26a21e586ba848308686056f04d8f9dd3aabc6cd406f2bf9b9025b,128,27,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-09D2E68FB41F430DDD86,2,INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,80f80f79832b9ebfc5825f37e9e463ed2defee5916fd710da5b3e1432b57ce7b,128,28,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-38DF0380DB7F3B4C5C09,2,INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,3b46fc06faf9a210985f94e0e9164a5dcc4c413cf611d509851ae8ee0ea2e205,128,29,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-A391C9DBF030C9C17316,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01,INSTITUTIONAL_APPROVAL,false,true,730b43dd45f9b86e128290569dd46dcb11ffeddf030e7f8562b1b4d445b85f0e,128,30,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-6034B5BA821E35EB7D82,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01,INSTITUTIONAL_APPROVAL,false,true,3bdf4f896537d133836c931f5d7b5bd7da5a4a9579bed3ef936588d2e61cfcee,128,31,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-B5753AC21D3326CEB095,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,4cff2c26deb195847153729eded1ab5bb3da940e49980681b2b878081a1a6129,128,32,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-51786B3BB30B40AC59ED,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,d99b13ca0b0adfa927a16a774692a11b6e1ae3ef961e5bf6b86b35144336fcd2,128,33,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-B9323206C3F09DD76352,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,0b491bb46fbd1411d5107fc22727ce143986ad1fc0d209868d82e5f23d981d76,128,34,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-9847CEDFA977046591A9,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01,INSTITUTIONAL_APPROVAL,false,true,3690f5de592ab97a5f62cb4411b9a37fa1091948cdc0f2bda9db376c041bd853,128,35,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-E4AB7F94D17B57A065DA,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,1bdba8dce225ae6d555bf70e47ebbd7252a2e6049a931e10a8f0a94ff475cea7,128,36,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-F9BFD669AE0B70AE8C09,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,4e7d5a831a02a431c0c5af37791afad2b749d29fe15cca26c5ca203484f7a399,128,37,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-DFEEE6C8454A66C33448,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,33dc06d5477867cd3632bacb9a6bafe777e7613960e36809f22f85e7fb810400,128,38,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-AB55E09F0662AEE018A9,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,356a525193a6d8a2240997a9a52be436d70fb6c3caee1d2b52b3e93ece0fc8c9,128,39,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-B544BF584517AB7F8B25,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,67799a7d69f14135782f446784479cf8cf60376d4a7331af55ceeea18499596f,128,40,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-555CDBFEBDBA1D47A685,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,2041226ce337777478ebe15d95747c55ffd591f3f18e73af191b587e7bd1b386,128,41,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-3A9290A7B06C28CBB4B8,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,9e26bbd77dafd4b563bb3c6e2f0699799e8aee35c5f4fc8f9d525b142f06f78f,128,42,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-4C3D4AB3F3D09FBF4184,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,05b3132d151a81e709c1e603bc0d724c15e16be20c84d0d7dc215461cd5fc024,128,43,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-A4F0C86703711961F653,3,INSTITUTIONAL_BASE.WEAK_VERDICT.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,e113717899c2f5d0a4d699041bf604363b72633bc616200509b99a663c8cc0e4,128,44,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-A076BCE45D5FBEDF8CAC,3,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01,INSTITUTIONAL_APPROVAL,false,true,f6dccb5f8c54cf8670a513fd035400edbd0f2c67c3a1c0ca47b757f251c0fe73,128,45,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-9900FE0252CFBD943D92,3,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,1c4320073dc93f2a5a294eee1081e3d42e06d84b66d033f3d6cc04abf8b0063d,128,46,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-77A233701645A0C765F3,3,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,abc24c85a7701311c4334f6ef06c136bb82c0b5c8d87c1b68c0ae0f4097f3c2f,128,47,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-F3FEFC1B75CAB5F97077,3,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,e760fd674750e909ce9c286328b4aeeb15e55544f83576a8ff5222cef7e3ed02,128,48,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-C0AFF7B5ED5A6E971AA3,3,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,eacdcd690bb70ed345fdf4ee6da44520925631bd0c706e481e553c149c427f98,128,49,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-9BDEC7BAD1A8DB017556,3,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,1cf8bacd94b4da663a9b92c4c2785757020ebcc48cd0d152bf94174e56d4f3dd,128,50,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-AD3CDE210711CA1F688B,3,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,9ed56c495d95f1ce4329ebeefe905b221fbb0727916a4c831049281f9059c6ad,128,51,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-B5F8FB872C27E56F9DD2,3,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,ee24c181c26c19ffbd3fe10fb08cb1439888018b8c257c6ec9c7cde85d10d0f6,128,52,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-4C05F527FD639A066786,3,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,bcfa9e60fec71a2cb12a77ae6526837a5ecdc0f4db64a95affb36b215903a1fa,128,53,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-7D7E812947CB40BBBCC9,3,INSTITUTIONAL_BASE.WEAK_SETUP.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,e038bf81108cf2e639d22572121570249b4e118a594e43c157020bde2cf0e9be,128,54,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-5E9B332712A6D5D427BE,3,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01,INSTITUTIONAL_APPROVAL,false,true,f4c60e100f6cd0d4abe10555e3b78f7f36949aedfedb7ead43c2449f5def8da2,128,55,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-623C9DCEE5E7F9DCA59D,3,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,da50236051528f0ea3f0333e091656c3aa26aed2fb7d239f92a280452e3ff59d,128,56,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-D7B572AB7F0BF978DD3E,3,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,86528435e35dd216b8a73a9bdb3143faef3148da181cb5016dd0d72fe30b1694,128,57,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-F677995E77BF6A5F543D,3,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,4df6aa78f4a1d2ece08eef59f86ff90e7ca491c38ed6feac43c87b05d101a219,128,58,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-7C7358641F9338D240D7,3,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,2b537aae50be13054bdb5316172ab8ba679c9396f5b601ec98bda25195b42a1f,128,59,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-52326582141443D942D4,3,INSTITUTIONAL_BASE.INSUFFICIENT_EVIDENCE.01|INSTITUTIONAL_BASE.WEAK_SETUP.02|INSTITUTIONAL_BASE.PENDING_ENTRY_TRIGGER.02,INSTITUTIONAL_APPROVAL,false,true,49eeac26558e53eef46ef08fd3a659e9928286822a172bb3c0d0481531546fb8,128,60,COMPLETE
RAW|2026-07-26|BEL|6b6510eca6894beee800c225fe780a37521498115880cbf2cc0db50b3d8adeda,ARM-18D6EECB1368A746732A,3,INSTITUTIONAL_BASE.MISSING_TRADE_PLAN.01|INSTITUTIONAL_BASE.POOR_DATA_COMPLETENESS.01|INSTITUTIONAL_BASE.WEAK_SETUP.02,INSTITUTIONAL_APPROVAL,false,true,8f1ac07a0c6b20c09d25a924cb337b70f6ff01ee17c4f29ba312b23c708e022c,128,61,COMPLETE
